id,idade,renda,categoria,nota,cidade_Belo Horizonte,cidade_Rio de Janeiro,cidade_São Paulo,cidade_Vitória,cidade_nan,feedback_Bom,feedback_Regular,feedback_Ruim,feedback_nan
53,0.03315134723528388,-0.09123675734573358,A,-0.5714229177462729,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
54,1.6053199007304875,-0.900621269298726,B,1.1477924652356695,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
55,-1.224583495560879,-0.17570295470867733,A,0.3913376967236146,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
56,0.2846983157945165,1.3435045989083578,B,0.11626323544650395,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
57,0.03315134723528388,1.1647578517225459,B,0.0011543476214693064,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
58,-2.2307713697978095,5.986007143490631,A,2.1449373873651956,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
59,-1.53901720625992,-0.8674407695577603,A,-0.6058072254059116,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
60,-1.0359232691414546,-0.8048628605879972,A,-0.7777287637041058,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
61,-0.9730365270016464,0.705862695975737,A,0.735180773320003,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
62,1.0393392214722141,-1.6192458450729046,B,0.18503185076578169,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
63,1.6682066428702957,0.3761147183694522,A,1.594788464810974,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
64,-1.3503569798404953,1.4724435073600526,B,1.2853296958742244,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
65,0.3475850579343246,0.3917463570694311,A,1.182176772895308,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
66,-2.042111143378385,2.6512470931272514,A,-2.084332454770382,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
67,0.15892483151490017,-0.7435459817889569,A,0.0011543476214693064,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
68,-0.344169105603565,-1.366808717164014,B,0.25380046608505946,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
69,1.6682066428702957,0.7705775090130824,B,-0.43388568710771735,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
70,-1.161696753421071,1.0888735067431643,A,0.3913376967236146,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
71,-1.4132437219803036,1.194160966970215,A,1.182176772895308,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
72,-0.9730365270016464,-0.3985058736055805,A,0.5632592350218089,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
73,1.5424331585906794,-1.1749181555064367,A,-0.055658302851690246,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
74,-0.02973539490452427,1.4622582636734447,B,1.491635541832058,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
75,1.0393392214722141,1.0424664552567886,B,0.9071023116181972,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
76,-1.4761304641201116,1.6066062760891084,A,-1.362261993917966,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
77,1.416659674311063,0.16894629118196372,B,-0.7089601483848282,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
78,-0.15550887918414055,0.7125387380560344,A,1.5604041571513354,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
79,0.2846983157945165,-0.4581195057713143,B,0.0011543476214693064,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
80,0.22181157365470833,0.8561820571409997,A,-1.362261993917966,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
81,0.2846983157945165,-0.7811857352784293,B,-1.3278776862583273,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
82,0.03315134723528388,1.4531913996857584,A,0.08187892778686523,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
83,-0.28128236346375685,1.2293813684579387,B,1.1134081575760302,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
84,-1.3503569798404953,-0.5785364750376035,A,0.013110312467587494,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
85,1.1022259636120224,1.559822627357177,A,0.11626323544650395,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
86,-0.7214895584424139,0.5852916641999022,A,1.3884826188531412,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
87,0.9764524793324061,1.4605921061628062,B,0.9414866192778363,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
88,-0.344169105603565,1.0823030260119995,A,1.5260198494916966,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
89,-0.46994258988318127,-0.4074101160554132,A,-0.1588112258306067,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
90,1.1651127057518305,-0.10572433926186657,B,1.491635541832058,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
91,-0.15550887918414055,-0.525544677772883,A,1.2509453882145856,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
92,0.5991320264935572,-1.0435513360246853,A,-1.2934933785986884,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
93,0.8506789950527898,1.3514673482443023,B,-1.4654149168968826,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
94,0.7249055107731734,0.9707874461861071,B,1.491635541832058,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
95,1.353772932171255,-0.22140245985491908,A,-0.1588112258306067,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
96,1.353772932171255,-1.6444721545062337,A,0.11626323544650395,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
97,-0.02973539490452427,1.530408100071764,A,1.6635570801302522,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
98,-0.5328293320229894,0.458298508183576,A,-1.6373364551950769,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
99,1.416659674311063,1.5959873749682245,A,0.9414866192778363,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
100,0.2846983157945165,-0.5517096273106644,B,0.08187892778686523,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
101,-0.6586028163026058,0.8853027244545024,B,1.5604041571513354,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
102,-1.3503569798404953,0.6601403667540071,A,-1.4654149168968826,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
103,0.9764524793324061,1.1351207897011228,B,1.5604041571513354,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
104,0.09603808937509202,-1.2329055722936364,B,-0.6401915330655504,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
105,-1.161696753421071,-0.3024878410361736,A,-0.7777287637041058,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
106,0.3475850579343246,0.5861190369363493,B,-0.1588112258306067,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
107,-0.5957160741627976,-0.3540131914507773,B,0.7007964656603644,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
108,-0.15550887918414055,-0.05108635555255984,A,1.1134081575760302,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
109,1.1022259636120224,0.7073747909768299,A,-0.22757984114988444,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
110,1.353772932171255,-0.008120033446029611,B,-0.8808816866830224,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
111,1.4795464164508711,0.12940643340809907,B,-1.6373364551950769,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
112,-0.2183956213239487,1.6052368315598162,B,0.28818477374469814,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
113,-1.53901720625992,0.9349593536885106,B,-0.46826999476735626,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
114,0.2846983157945165,1.3337102175144855,A,0.975870926937475,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
115,-1.4132437219803036,1.565020810549614,A,-0.19319553349024543,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
116,-1.0359232691414546,-0.8087429534209907,A,-1.396646301577605,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
117,1.6682066428702957,-0.2828791071823765,B,1.3540983111935023,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
118,1.416659674311063,0.9713609010827481,A,-1.0184189173215776,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
119,-1.0359232691414546,-0.6057912741799462,B,-1.602952147535438,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
120,1.6682066428702957,1.2708470076011198,B,-1.5341835322161603,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
121,0.41047180007413275,1.3705796584562309,B,1.010255234597114,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
122,1.6053199007304875,0.312589610266929,A,-0.7433444560444671,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
123,0.2846983157945165,-0.3717417920862341,A,-1.0528032249812167,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
124,-1.161696753421071,0.8193953534728986,A,0.8383336962989197,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
125,0.2846983157945165,0.6493902271990664,A,-1.2934933785986884,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
126,0.15892483151490017,0.1588437847690005,A,-1.1215718403004942,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
127,1.4795464164508711,-0.23778444003657223,B,-0.9152659943426612,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
128,-1.601903948399728,-0.37010416466995605,B,1.4572512341724186,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
129,-1.601903948399728,-0.39194680491216005,A,0.8039493886392808,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
130,-1.4761304641201116,0.3697496543176815,B,-1.396646301577605,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
131,0.4733585422139409,0.2701910370381679,B,-0.537038610086634,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
132,-0.9101497848618383,0.4443843811640845,B,1.1477924652356695,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
133,-0.02973539490452427,-1.0236573012272858,A,-1.5341835322161603,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
134,-0.7214895584424139,0.6449652095637922,A,0.28818477374469814,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
135,0.22181157365470833,0.13526936779912963,B,0.6320278503410866,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
136,1.416659674311063,0.15784523146639187,B,-1.362261993917966,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
137,-1.224583495560879,0.5022605305832788,B,0.7007964656603644,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
138,0.7249055107731734,1.6495098319880457,B,-1.2934933785986884,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
139,-0.46994258988318127,0.1434974470126243,B,-0.055658302851690246,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
140,0.3475850579343246,0.2528105035539061,B,0.9414866192778363,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
141,-1.664790690539536,-1.1375722619888753,B,-1.362261993917966,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
142,-0.40705584774337317,-1.3469917136213871,A,-1.5341835322161603,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
143,-0.15550887918414055,0.5170419724713224,A,0.21941615842542042,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
144,-0.9730365270016464,0.3684201519204941,B,0.3913376967236146,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
145,0.9135657371925979,-0.77896038791833,B,-0.7777287637041058,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
146,0.4733585422139409,-1.6496988677930309,A,0.11626323544650395,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
147,0.9764524793324061,0.9274416738245856,A,1.2853296958742244,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
148,-2.4194315962172337,-1.801570266091491,B,1.9386315414073625,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
149,0.15892483151490017,0.5928664042525472,A,0.769565080979642,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
150,1.1022259636120224,0.9930694498814586,A,1.2509453882145856,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
151,0.5991320264935572,0.728415735567511,A,0.3913376967236146,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
152,-0.46994258988318127,-0.9210060217191217,A,-1.0184189173215776,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
153,-0.6586028163026058,0.8811088005835467,B,0.7007964656603644,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
154,1.2908861900314468,0.907145364696707,B,-1.2591090709390496,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
155,-0.2183956213239487,-0.6724033384922481,B,-0.3307327641288009,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
156,-1.161696753421071,1.472058351086189,A,-0.6058072254059116,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
157,-1.3503569798404953,-1.435183941307779,A,-1.2934933785986884,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
158,0.5991320264935572,0.4484185365066231,B,-0.1588112258306067,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
159,1.1022259636120224,-0.6535734762144859,B,0.9071023116181972,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
160,-1.4132437219803036,-1.4543647237461719,B,-0.537038610086634,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
161,0.5362452843537491,0.4654053546887132,B,-0.5026543024269952,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
162,0.22181157365470833,1.5198605241867809,B,-0.7089601483848282,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
163,0.22181157365470833,-1.3178624872795763,A,1.4572512341724186,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
164,-1.2874702377006872,-0.9155396556396985,A,1.4572512341724186,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
165,0.8506789950527898,-0.2846508260421478,A,1.1477924652356695,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
166,-0.8472630427220301,0.2800567436679408,A,-0.2963484564691622,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
167,-1.7276774326793443,-1.3593309794321935,B,-1.396646301577605,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
168,-0.40705584774337317,0.39158658854101336,A,0.0011543476214693064,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
169,-0.9730365270016464,0.6024296918821017,B,-0.7433444560444671,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
170,-0.344169105603565,-0.4624846102084316,B,0.013110312467587494,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
171,0.7249055107731734,-0.0332892826906385,A,1.6979413877898908,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
172,-1.7276774326793443,-0.5840827253812352,A,-0.22757984114988444,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
173,1.6053199007304875,1.2284484343723585,B,0.7007964656603644,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
174,-0.40705584774337317,-0.5704852824091421,A,0.6320278503410866,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
175,0.9135657371925979,-0.8353358543741755,B,-0.43388568710771735,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
176,0.9135657371925979,-0.5770044089704583,B,-1.1215718403004942,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
177,-0.6586028163026058,-0.4070278127909859,B,1.010255234597114,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
178,1.353772932171255,-1.5893206290984427,B,-0.5026543024269952,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
179,0.09603808937509202,-1.155403570964029,A,0.5976435426814478,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
180,-1.0988100112812627,-0.2998316892512346,A,-1.6373364551950769,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
181,1.416659674311063,1.4229580586922062,A,1.5604041571513354,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
182,-0.6586028163026058,0.6636609803980614,A,0.04749462012722621,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
183,-1.0988100112812627,1.0964254227203212,A,-0.537038610086634,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
184,0.8506789950527898,1.5322112020353313,A,0.0011543476214693064,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
185,-0.9101497848618383,-0.4694231291568436,A,0.769565080979642,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
186,-1.4132437219803036,0.5691179537070787,A,1.594788464810974,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
187,0.03315134723528388,-1.1264854673204836,A,-1.6373364551950769,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
188,1.353772932171255,0.2030796960745616,B,0.32256908140433715,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
189,-0.28128236346375685,-0.8233389496956923,A,-1.362261993917966,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
190,1.0393392214722141,-0.6074545786811485,A,-1.4997992245565217,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
191,0.15892483151490017,-0.5556838694550466,B,-1.155956147960133,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
192,-0.9730365270016464,0.6094794781985188,A,-1.0528032249812167,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
193,0.5991320264935572,-1.5382004060237542,B,0.7007964656603644,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
194,-0.46994258988318127,-1.2455386980763534,A,0.08187892778686523,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
195,0.4733585422139409,-1.1495663136579226,A,-0.12442691817096799,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
196,0.6620187686333654,-0.0332892826906385,A,-1.2934933785986884,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
197,0.5362452843537491,0.09512181901539173,B,1.3884826188531412,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
198,0.5991320264935572,0.8703187188965013,A,0.769565080979642,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
199,0.15892483151490017,1.2674291022967625,B,0.0011543476214693064,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
200,-0.28128236346375685,-0.8593239577122703,B,-1.602952147535438,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
201,1.4795464164508711,-0.13742983312440774,B,-0.19319553349024543,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
202,1.1022259636120224,-0.38199265498987023,A,1.491635541832058,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
203,-1.2874702377006872,0.9654095233992007,B,0.0011543476214693064,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
204,0.15892483151490017,0.6609762985187624,B,0.5976435426814478,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
