id,idade,renda,cidade,categoria,nota,feedback
74,26,15966.83,Vitória,B,5.8,Bom
75,31,27257.7,Rio de Janeiro,A,7.0,Bom
76,56,23436.27,Belo Horizonte,A,6.9,Bom
77,63,9333.76,Vitória,A,9.6,Bom
78,40,1886.32,Vitória,B,9.3,Bom
79,51,17870.99,Rio de Janeiro,B,6.6,Bom
80,44,13044.17,São Paulo,B,8.8,Bom
81,45,38198.38,São Paulo,A,7.9,Bom
82,60,16185.6,Belo Horizonte,B,8.3,Bom
83,77,16837.01,Rio de Janeiro,A,8.4,Bom
84,31,30701.32,Vitória,A,6.2,Bom
85,62,13067.32,Rio de Janeiro,A,7.5,Bom
86,37,25132.43,Belo Horizonte,A,5.7,Bom
87,71,19032.89,Vitória,A,9.4,Bom
88,80,9236.06,São Paulo,A,6.4,Bom
89,68,18120.09,Belo Horizonte,B,6.1,Bom
90,18,29797.55,Belo Horizonte,B,6.5,Bom
91,40,34133.38,,B,6.0,Bom
92,40,43805.01,Belo Horizonte,B,8.7,Bom
93,58,16496.83,Rio de Janeiro,B,5.5,
94,57,20755.75,São Paulo,B,9.1,Bom
95,21,30223.15,Belo Horizonte,A,8.0,Bom
96,19,12564.23,Belo Horizonte,A,8.5,Bom
97,69,8119.4,São Paulo,A,7.2,Bom
98,23,3249.58,Belo Horizonte,A,7.0,Bom
99,58,42128.59,Belo Horizonte,B,8.0,Bom
100,17,8292.6,Belo Horizonte,A,5.8,Bom
101,41,8438.47,Rio de Janeiro,A,9.2,Bom
102,48,24819.34,Vitória,A,5.5,Bom
103,19,19299.68,Belo Horizonte,A,6.4,Bom
104,79,32639.52,Vitória,A,5.6,Bom
105,56,40235.44,Rio de Janeiro,A,6.9,Bom
106,35,10868.05,Belo Horizonte,A,9.3,Bom
107,59,22555.79,São Paulo,B,5.4,Bom
108,64,,Rio de Janeiro,B,8.3,
109,34,41656.55,Vitória,B,8.0,Bom
110,38,18284.36,Vitória,B,5.7,Bom
111,33,39342.72,Vitória,B,5.8,Bom
112,34,15202.79,Rio de Janeiro,B,7.3,Bom
113,48,22644.33,Vitória,B,5.1,Bom
114,74,26493.4,Rio de Janeiro,B,8.1,Bom
115,66,41598.0,São Paulo,A,5.7,Bom
116,29,8083.34,Belo Horizonte,B,8.3,Bom
117,31,33414.93,São Paulo,A,6.8,Bom
118,37,32387.68,São Paulo,A,8.2,Bom
119,53,30089.58,Vitória,B,5.7,Bom
120,78,9746.88,Vitória,B,9.8,Bom
121,24,34978.19,Belo Horizonte,A,7.9,Bom
122,52,30859.15,Belo Horizonte,A,8.9,Bom
123,71,18349.29,São Paulo,B,8.4,Bom
124,78,34261.5,Rio de Janeiro,A,8.9,Bom
125,40,24441.57,Rio de Janeiro,B,6.2,Bom
126,50,14114.85,Rio de Janeiro,B,8.2,Bom
127,63,9913.73,Belo Horizonte,A,7.5,Bom
128,40,34018.55,Rio de Janeiro,B,5.3,Bom
129,22,30088.13,Belo Horizonte,B,8.9,Bom
130,50,21809.47,Rio de Janeiro,B,5.8,Bom
131,56,4517.81,Belo Horizonte,A,,
132,68,1781.54,Vitória,B,10.0,Bom
133,43,7461.89,Vitória,A,9.9,Bom
134,63,22865.95,São Paulo,B,7.5,Bom
135,54,20257.49,Vitória,B,6.2,Bom
136,58,41226.61,Rio de Janeiro,B,6.0,Bom
137,23,27202.75,Vitória,B,5.6,Bom
138,36,14238.61,Vitória,B,7.6,Bom
139,43,41172.71,Rio de Janeiro,B,5.5,Bom
140,81,30858.51,Rio de Janeiro,A,5.3,Bom
141,31,17987.63,São Paulo,A,5.6,Bom
142,51,19231.96,Rio de Janeiro,B,8.3,Bom
143,21,28068.84,Belo Horizonte,A,8.6,Bom
144,74,4684.45,Belo Horizonte,B,9.3,Bom
145,57,44061.32,São Paulo,A,5.8,Bom
146,81,32164.17,Belo Horizonte,A,,
147,56,5926.3,Vitória,B,9.3,Bom
148,27,10039.99,Vitória,A,6.7,Bom
149,23,36539.49,Vitória,A,8.5,Bom
150,4,86875.34,Rio de Janeiro,A,2.9,Bom
151,58,40619.77,Vitória,B,8.7,Bom
152,58,29064.62,Vitória,A,8.6,Bom
153,75,22657.65,Belo Horizonte,B,6.1,Bom
154,77,23696.0,São Paulo,B,8.8,Bom
155,17,31377.25,Vitória,B,7.8,Bom
156,44,7255.3,Rio de Janeiro,A,7.9,Bom
157,58,17372.58,Belo Horizonte,B,8.0,Bom
158,52,45525.31,Vitória,A,5.7,Bom
159,46,3278.13,Belo Horizonte,B,6.5,Bom
160,29,4750.23,Belo Horizonte,B,6.2,Bom
161,55,4146.28,Belo Horizonte,A,6.1,Bom
162,48,26061.54,Belo Horizonte,B,8.0,Bom
163,51,42126.05,Vitória,A,6.5,Bom
164,72,39676.15,Belo Horizonte,A,5.5,Bom
165,20,25776.13,São Paulo,A,9.5,Bom
166,29,33243.82,Belo Horizonte,B,7.1,Bom
167,31,15827.66,São Paulo,B,8.1,Bom
168,56,33199.05,Belo Horizonte,A,8.6,Bom
169,47,42611.19,São Paulo,A,5.1,Bom
170,45,17403.39,Rio de Janeiro,B,9.7,Bom
171,67,45584.58,Vitória,B,9.9,Bom
172,21,17814.43,São Paulo,B,7.6,Bom
173,26,42824.04,São Paulo,A,5.7,Bom
174,64,37771.74,,A,7.1,Bom
175,77,5774.91,São Paulo,A,7.3,Bom
176,36,37772.93,Vitória,A,7.6,Bom
177,62,42109.36,Belo Horizonte,B,8.7,Bom
178,60,11825.71,Belo Horizonte,A,9.1,Bom
179,36,45834.57,Rio de Janeiro,B,9.6,Bom
180,66,4471.83,São Paulo,B,9.0,
181,63,16346.67,Vitória,B,5.2,Bom
182,43,25881.14,Rio de Janeiro,B,9.6,Bom
183,69,11202.57,São Paulo,A,7.8,Bom
184,69,37068.05,Vitória,B,5.6,Bom
185,67,27034.93,São Paulo,A,8.5,Bom
186,32,21761.51,Rio de Janeiro,A,7.9,Bom
187,109,78557.62,Rio de Janeiro,A,0.3,Bom
188,52,13971.76,Belo Horizonte,A,7.9,Bom
189,22,17788.83,São Paulo,A,7.0,Bom
190,18,7776.3,São Paulo,A,6.1,Bom
191,39,13341.73,São Paulo,A,9.9,Bom
192,76,6087.57,Rio de Janeiro,A,7.2,Bom
193,34,22836.84,Vitória,A,7.1,Bom
194,66,2867.22,São Paulo,B,6.3,Bom
195,24,13472.44,Vitória,B,7.6,Bom
196,20,25651.92,Belo Horizonte,A,8.5,Bom
197,68,38717.93,Belo Horizonte,B,7.9,Bom
198,29,38525.26,Belo Horizonte,B,6.6,Bom
199,65,14686.53,Rio de Janeiro,A,7.5,Bom
200,56,14143.09,,B,8.2,Bom
201,60,29200.09,Rio de Janeiro,A,6.0,Bom
202,48,28283.89,São Paulo,A,7.0,Bom
203,82,32157.33,Belo Horizonte,A,5.1,Bom
204,42,15613.49,Belo Horizonte,A,8.3,Bom
205,82,33128.98,Rio de Janeiro,A,9.6,Bom
206,48,35829.23,Belo Horizonte,B,10.0,Bom
207,28,39411.8,Belo Horizonte,A,8.4,Bom
208,58,31292.56,São Paulo,B,7.6,Bom
209,66,12145.43,Rio de Janeiro,A,5.2,Bom
210,65,12795.93,Belo Horizonte,A,5.6,Bom
211,53,29572.22,Rio de Janeiro,A,7.6,Bom
212,71,4767.44,Vitória,A,9.9,Bom
213,79,37552.65,São Paulo,B,5.5,Bom
214,54,30123.84,Belo Horizonte,B,8.2,Bom
215,43,33397.2,Rio de Janeiro,B,7.6,Bom
216,63,41948.92,,B,7.7,Bom
217,57,15604.78,Rio de Janeiro,B,6.0,Bom
218,78,44483.86,Belo Horizonte,B,7.1,Bom
219,57,43141.49,Belo Horizonte,A,7.0,Bom
220,68,19604.23,São Paulo,B,5.1,Bom
221,19,33454.16,Rio de Janeiro,A,5.6,Bom
222,80,34342.97,Rio de Janeiro,A,5.1,Bom
223,27,37590.52,Vitória,A,8.4,Bom
224,27,30986.37,Rio de Janeiro,B,5.3,Bom
225,69,22833.0,Rio de Janeiro,A,5.6,Bom
226,41,7376.12,Belo Horizonte,A,9.0,Bom
227,63,43618.46,Rio de Janeiro,B,5.6,Bom
228,63,21951.55,Rio de Janeiro,A,9.7,Bom
229,54,16443.0,São Paulo,A,5.9,Bom
230,82,21219.01,Vitória,B,7.6,Bom
231,57,7132.33,Rio de Janeiro,A,8.9,Bom
232,45,25265.46,Belo Horizonte,A,7.3,Bom
233,43,4031.46,Vitória,A,7.0,Bom
234,39,29652.36,Vitória,A,7.3,Bom
235,16,21589.28,Vitória,B,9.4,Bom
236,57,37381.27,Belo Horizonte,B,9.9,Bom
237,65,20400.13,São Paulo,B,6.9,Bom
238,69,40334.1,Belo Horizonte,A,5.9,Bom
239,30,30116.23,Belo Horizonte,A,7.7,Bom
240,65,45400.91,São Paulo,A,9.1,Bom
241,58,21840.18,Rio de Janeiro,A,5.4,Bom
242,70,37569.02,Vitória,B,8.4,Bom
243,,15916.48,Vitória,B,9.9,Bom
244,51,13191.61,Belo Horizonte,A,5.9,Bom
245,35,16605.19,Belo Horizonte,A,9.6,Bom
246,28,11921.67,São Paulo,A,8.2,Bom
247,75,45423.92,Belo Horizonte,B,8.2,Bom
248,26,33298.83,Rio de Janeiro,A,6.2,Bom
249,44,17655.38,Vitória,A,9.9,Bom
250,78,2685.72,Rio de Janeiro,B,5.6,Bom
251,110,1464.08,Vitória,A,1.5,Bom
252,16,42380.0,Belo Horizonte,B,5.7,Bom
253,72,41407.79,Vitória,B,5.3,Bom
254,19,31003.26,Vitória,B,7.6,Bom
255,18,3595.69,Rio de Janeiro,A,8.5,Bom
256,73,45312.14,São Paulo,B,9.4,Bom
257,38,38127.79,São Paulo,B,7.6,Bom
258,72,19283.84,Belo Horizonte,B,7.5,Bom
259,60,7843.85,Belo Horizonte,A,9.7,Bom
260,67,5903.44,São Paulo,A,6.9,Bom
261,42,11811.69,,A,7.8,Bom
262,50,4972.71,Rio de Janeiro,B,9.3,Bom
263,33,41943.0,São Paulo,A,8.2,Bom
264,17,14103.11,Belo Horizonte,B,6.9,Bom
265,17,7122.59,Vitória,B,9.3,Bom
266,24,3287.46,Rio de Janeiro,A,6.2,Bom
267,50,23750.47,Belo Horizonte,B,5.9,Bom
268,28,37752.01,Belo Horizonte,A,6.3,Bom
269,34,2858.36,Belo Horizonte,B,9.8,Bom
270,81,22577.03,Vitória,A,5.8,Bom
271,30,37171.25,Vitória,B,9.3,Bom
272,42,5183.14,São Paulo,A,6.5,Bom
273,18,27416.51,São Paulo,B,7.7,Bom
274,55,17324.6,Rio de Janeiro,B,5.1,Bom
275,77,41824.93,São Paulo,A,5.8,Bom
276,79,28997.21,São Paulo,B,5.9,Bom
277,34,23614.24,Rio de Janeiro,A,7.6,Bom
278,77,20157.22,Rio de Janeiro,A,5.4,Bom
279,74,19154.45,Rio de Janeiro,B,7.7,Bom
280,78,15133.09,São Paulo,A,10.0,Bom
281,19,21281.16,Vitória,A,8.3,Bom
282,38,29553.12,,B,9.3,Bom
283,73,34723.48,São Paulo,A,5.6,Bom
284,36,25785.23,Vitória,A,9.5,Bom
285,20,12335.65,Belo Horizonte,B,5.8,Bom
286,70,11830.3,,B,6.6,Bom
287,30,2095.98,Rio de Janeiro,A,5.0,Bom
288,59,37830.28,Belo Horizonte,B,5.2,Bom
289,18,34533.57,Belo Horizonte,A,9.7,Bom
290,78,17755.67,Vitória,B,8.3,Bom
291,44,3727.74,São Paulo,A,8.9,Bom
292,71,16522.22,Rio de Janeiro,A,7.5,Bom
293,30,16976.39,Belo Horizonte,A,9.4,Bom
294,81,19911.7,São Paulo,B,7.6,Bom
295,77,18902.95,Belo Horizonte,B,9.2,Bom
296,52,19993.41,São Paulo,B,6.5,Bom
297,35,10860.76,Belo Horizonte,B,6.2,Bom
298,23,14234.04,São Paulo,A,5.5,Bom
299,26,4957.13,Vitória,A,8.6,Bom
300,18,21426.38,Belo Horizonte,A,6.8,Bom
301,20,33092.16,Vitória,A,6.8,Bom
302,68,5365.5,Vitória,B,9.1,Bom
303,51,35258.03,Vitória,A,5.9,Bom
304,35,27182.29,Belo Horizonte,A,8.3,Bom
305,49,25810.35,São Paulo,B,8.1,Bom
306,55,38981.56,São Paulo,B,9.2,Bom
307,61,20313.99,Belo Horizonte,A,6.9,Bom
308,47,40749.95,São Paulo,B,6.9,Bom
309,34,31189.14,Rio de Janeiro,A,6.7,Bom
310,56,32232.95,Belo Horizonte,B,6.0,
311,22,6304.59,Belo Horizonte,A,6.0,Bom
312,27,30995.86,Belo Horizonte,A,10.0,Bom
313,55,3866.47,São Paulo,A,5.2,Bom
314,65,27605.33,Rio de Janeiro,A,7.9,Bom
315,33,3160.35,Belo Horizonte,A,9.9,Bom
316,67,38364.57,Vitória,B,7.2,Bom
317,16,44986.1,São Paulo,A,8.5,Bom
318,55,6499.39,Belo Horizonte,A,6.9,Bom
319,21,38300.85,Belo Horizonte,B,5.0,Bom
320,42,24471.0,Vitória,B,6.3,Bom
321,81,20037.0,Belo Horizonte,A,7.1,Bom
322,29,14265.86,São Paulo,A,9.5,Bom
323,49,25764.97,São Paulo,A,6.2,Bom
324,65,40727.88,Belo Horizonte,A,8.5,Bom
325,38,28585.93,Vitória,B,9.8,Bom
326,34,39113.02,Belo Horizonte,B,7.7,Bom
327,72,5064.32,Vitória,A,6.1,Bom
328,17,18814.05,Rio de Janeiro,A,6.2,Bom
329,50,9041.34,Rio de Janeiro,A,8.8,Bom
330,26,40781.54,Belo Horizonte,B,7.5,Bom
331,78,19296.01,Belo Horizonte,A,6.9,Bom
332,37,45614.77,Vitória,A,9.6,Bom
333,77,39585.07,Vitória,A,5.9,Bom
334,75,9788.75,Vitória,A,7.1,Bom
335,69,24998.04,Belo Horizonte,A,7.1,Bom
336,61,30678.24,Belo Horizonte,A,8.5,Bom
337,77,21586.7,Belo Horizonte,A,8.3,Bom
338,64,17132.9,Rio de Janeiro,A,6.3,Bom
339,70,6551.42,Vitória,A,7.3,Bom
340,49,12942.25,Rio de Janeiro,A,9.4,Bom
341,22,20123.37,Rio de Janeiro,B,6.3,Bom
342,55,18226.69,São Paulo,B,5.5,Bom
343,16,27301.42,São Paulo,B,8.7,Bom
344,27,10681.47,Belo Horizonte,A,7.4,Bom
345,55,15421.52,Rio de Janeiro,B,8.5,Bom
346,28,18113.42,Vitória,A,9.6,Bom
347,40,44603.97,Rio de Janeiro,B,9.5,Bom
348,46,36317.8,Rio de Janeiro,B,8.1,Bom
349,43,28262.02,Rio de Janeiro,B,8.8,Bom
350,21,44338.38,São Paulo,A,5.7,Bom
351,44,31353.96,Rio de Janeiro,B,6.5,Bom
352,81,20080.71,São Paulo,A,6.3,Bom
353,49,2260.56,Belo Horizonte,A,10.0,Bom
354,77,40355.08,Rio de Janeiro,A,5.7,Bom
355,44,2344.09,São Paulo,A,7.3,Bom
356,29,9145.86,Belo Horizonte,A,9.2,Bom
357,54,26893.65,Rio de Janeiro,B,6.6,
358,26,40073.18,Vitória,A,8.6,Bom
359,76,20499.99,Vitória,B,9.0,Bom
360,38,32365.08,Vitória,B,9.1,Bom
361,55,16635.36,Vitória,A,7.9,Bom
362,61,40494.62,São Paulo,A,9.5,Bom
363,59,16755.3,Belo Horizonte,A,9.0,Bom
364,37,27854.53,Belo Horizonte,A,8.2,Bom
365,81,10715.67,Belo Horizonte,B,5.3,Bom
366,47,33408.93,Vitória,A,9.4,Bom
367,79,36338.93,São Paulo,A,7.6,Bom
368,73,18478.89,Rio de Janeiro,B,8.2,Bom
369,34,1973.37,Belo Horizonte,B,7.6,Bom
370,80,13319.01,São Paulo,B,6.9,Bom
371,55,29913.93,São Paulo,B,5.6,Bom
372,70,6061.49,Belo Horizonte,B,9.6,Bom
373,20,30195.57,Belo Horizonte,B,5.1,Bom
374,50,24878.73,Vitória,A,8.7,Bom
375,42,8199.3,São Paulo,A,5.9,Bom
376,28,8108.44,Vitória,B,6.8,Bom
377,69,5823.81,Rio de Janeiro,A,7.5,Bom
378,76,31623.65,Rio de Janeiro,A,6.5,Bom
379,60,26067.12,Belo Horizonte,A,5.2,Bom
380,69,18682.54,São Paulo,A,8.0,Bom
381,26,4070.0,Belo Horizonte,A,7.7,Bom
382,26,2373.95,Rio de Janeiro,B,8.5,Bom
383,61,9604.94,Belo Horizonte,A,9.5,Bom
384,33,14767.74,São Paulo,A,7.0,Bom
385,38,16734.74,São Paulo,B,7.2,Bom
386,60,8934.49,São Paulo,B,9.4,Bom
387,68,28364.74,Belo Horizonte,A,,
388,21,10142.61,Rio de Janeiro,B,6.8,Bom
389,47,41988.85,Rio de Janeiro,A,7.3,Bom
390,23,9058.99,Vitória,A,8.0,Bom
391,37,43146.88,São Paulo,B,6.7,Bom
392,76,13871.09,Belo Horizonte,B,6.5,Bom
393,48,22883.94,Rio de Janeiro,B,7.7,
394,79,7804.83,Rio de Janeiro,B,6.5,Bom
395,33,41080.86,Rio de Janeiro,B,7.5,Bom
396,67,5433.11,Belo Horizonte,A,7.3,Bom
397,39,43087.16,Rio de Janeiro,A,8.0,Bom
398,28,14296.9,Belo Horizonte,B,8.3,Bom
399,25,23970.59,São Paulo,A,7.7,Bom
400,19,25688.95,Vitória,A,8.3,Bom
401,58,11231.9,Rio de Janeiro,A,8.2,Bom
402,70,4476.83,Rio de Janeiro,B,6.3,Bom
403,60,19438.08,Belo Horizonte,B,7.2,Bom
404,58,33455.96,Belo Horizonte,A,8.9,Bom
405,42,26544.93,Rio de Janeiro,A,8.2,Bom
406,18,41569.0,São Paulo,A,6.2,Bom
407,28,42456.12,Belo Horizonte,B,7.4,Bom
408,55,41404.29,Rio de Janeiro,A,9.3,Bom
409,30,34374.13,Belo Horizonte,B,7.0,Bom
410,16,9641.92,Vitória,,6.5,
411,33,25861.76,São Paulo,B,9.2,Bom
412,17,12398.12,São Paulo,B,7.5,Bom
413,82,43806.36,Vitória,B,9.7,Bom
414,16,41841.14,São Paulo,A,5.5,Bom
415,44,4360.66,São Paulo,B,6.3,Bom
416,40,44831.46,Vitória,A,6.4,Bom
417,20,2356.79,São Paulo,B,5.2,Bom
418,17,24591.74,Rio de Janeiro,B,5.9,Bom
419,38,16561.41,,A,7.5,Bom
420,82,17956.87,Vitória,A,9.0,Bom
421,17,39956.49,São Paulo,B,7.1,Bom
422,67,19463.28,Vitória,B,7.5,Bom
423,6,1296.36,Belo Horizonte,B,3.4,Bom
424,20,3759.75,Belo Horizonte,A,6.5,Bom
425,34,19055.77,Belo Horizonte,B,6.5,Bom
426,79,12243.0,São Paulo,B,6.8,Bom
427,20,37845.46,São Paulo,A,7.2,Bom
428,80,39134.39,São Paulo,A,5.0,
429,49,44308.88,São Paulo,B,8.5,Bom
430,49,40370.58,Rio de Janeiro,A,5.6,Bom
431,60,38279.53,São Paulo,B,7.8,Bom
432,16,4908.77,São Paulo,A,7.8,Bom
433,61,39106.91,São Paulo,A,9.0,Bom
434,31,29348.49,São Paulo,B,8.0,Bom
435,41,44722.22,Rio de Janeiro,A,8.3,Bom
436,16,42991.55,Vitória,A,5.5,Bom
437,16,18276.55,São Paulo,A,8.9,Bom
438,35,33962.0,Belo Horizonte,B,8.2,Bom
439,24,32857.99,Rio de Janeiro,B,9.2,Bom
440,44,6962.13,Rio de Janeiro,,6.2,
441,43,7016.61,São Paulo,B,9.0,Bom
442,68,10648.31,Belo Horizonte,B,8.7,Bom
443,77,12436.67,São Paulo,A,5.2,Bom
444,65,5204.13,Belo Horizonte,A,6.9,Bom
445,63,4890.61,Vitória,B,5.3,Bom
446,71,8803.39,Rio de Janeiro,A,6.4,Bom
447,50,43190.52,Belo Horizonte,B,9.3,Bom
448,69,22260.53,Belo Horizonte,B,7.4,Bom
449,37,31960.75,São Paulo,A,5.4,Bom
450,22,31116.43,Rio de Janeiro,B,7.7,Bom
451,81,4694.94,Rio de Janeiro,A,8.9,Bom
452,80,15436.64,Rio de Janeiro,B,7.9,Bom
453,19,37733.84,Vitória,A,7.4,Bom
454,38,15194.91,São Paulo,A,6.7,Bom
455,51,26449.94,Rio de Janeiro,A,8.7,Bom
456,82,11056.58,Vitória,B,7.9,Bom
457,53,14289.93,São Paulo,A,8.2,Bom
458,,19899.51,São Paulo,B,6.5,Bom
459,35,20954.64,Rio de Janeiro,A,9.8,Bom
460,41,30127.44,Belo Horizonte,A,7.8,Bom
461,20,11326.99,Belo Horizonte,B,10.0,Bom
462,75,24039.37,São Paulo,B,5.7,Bom
463,38,2156.33,Vitória,B,9.6,Bom
464,57,36112.81,Rio de Janeiro,A,5.9,Bom
465,70,40318.02,Belo Horizonte,A,9.4,Bom
466,69,23354.86,Vitória,A,6.3,Bom
467,28,45279.64,São Paulo,B,5.2,Bom
468,58,5452.33,Belo Horizonte,B,6.1,Bom
469,17,32909.58,Rio de Janeiro,B,8.4,Bom
470,28,29910.92,Vitória,B,8.2,Bom
471,74,42888.86,São Paulo,B,5.5,Bom
472,81,5939.99,Vitória,A,9.8,Bom
473,71,31106.57,São Paulo,B,8.6,Bom
474,72,37801.04,São Paulo,B,5.6,Bom
475,39,44559.04,Rio de Janeiro,A,9.6,Bom
476,46,30877.39,Vitória,B,5.4,Bom
477,21,28475.09,Rio de Janeiro,B,6.2,Bom
478,62,36134.21,Belo Horizonte,A,9.4,Bom
479,64,29613.86,Rio de Janeiro,B,7.5,Bom
480,,34353.3,São Paulo,A,8.4,Bom
481,36,38637.57,São Paulo,B,8.5,Bom
482,80,26067.43,Rio de Janeiro,B,7.4,Bom
483,29,4375.4,Rio de Janeiro,B,7.1,Bom
484,65,11534.62,Vitória,A,9.5,Bom
485,33,9437.35,Belo Horizonte,A,7.9,Bom
486,20,26123.65,Belo Horizonte,B,5.6,Bom
487,79,32012.6,Belo Horizonte,B,8.8,Bom
488,70,15846.88,Vitória,A,9.5,Bom
489,42,2986.22,São Paulo,B,7.3,Bom
490,77,11471.69,Belo Horizonte,B,7.4,Bom
491,63,3902.76,Vitória,B,7.0,Bom
492,17,4887.86,Vitória,B,8.3,Bom
493,25,32610.44,Vitória,B,8.5,Bom
494,27,3090.1,Rio de Janeiro,A,6.4,Bom
495,42,5102.28,Vitória,A,8.4,Bom
496,56,8215.92,Rio de Janeiro,B,6.3,Bom
497,42,24836.76,São Paulo,B,6.7,
498,39,26637.03,Vitória,A,9.7,Bom
499,24,8505.68,São Paulo,B,5.7,Bom
500,22,27146.85,Rio de Janeiro,B,7.6,Bom
501,18,12149.43,Rio de Janeiro,B,6.0,Bom
502,51,44874.13,Belo Horizonte,A,5.4,Bom
503,38,25030.27,Rio de Janeiro,A,8.7,Bom
504,68,31812.69,Rio de Janeiro,B,5.2,Bom
505,44,20158.63,Vitória,B,5.4,Bom
506,34,20167.04,Vitória,A,7.7,Bom
507,40,10048.42,Rio de Janeiro,A,9.5,Bom
508,58,46238.28,Rio de Janeiro,A,8.3,Bom
509,50,11316.18,Vitória,B,7.0,Bom
510,76,39523.3,Belo Horizonte,B,7.1,Bom
511,55,43111.94,Belo Horizonte,A,8.1,Bom
512,30,40137.16,Belo Horizonte,A,6.8,Bom
513,64,11463.47,Rio de Janeiro,B,9.3,Bom
514,43,40077.8,Rio de Janeiro,A,8.8,Bom
515,28,14398.42,Rio de Janeiro,A,5.6,Bom
516,78,18259.78,São Paulo,A,9.0,Bom
517,27,12538.03,Rio de Janeiro,B,5.3,Bom
518,81,44763.26,São Paulo,B,6.3,Bom
519,47,42508.96,Belo Horizonte,A,9.6,Bom
520,39,22689.57,Belo Horizonte,B,9.0,Bom
521,79,2575.33,Vitória,B,7.0,Bom
522,75,26838.07,São Paulo,A,8.3,Bom
523,66,11890.4,São Paulo,A,8.9,Bom
524,32,36060.38,São Paulo,A,8.0,Bom
525,57,32601.3,Belo Horizonte,A,6.4,Bom
526,28,39848.51,São Paulo,B,5.4,Bom
527,29,12816.78,Vitória,B,7.2,Bom
528,76,17808.96,Rio de Janeiro,A,9.3,Bom
529,49,35536.74,São Paulo,B,9.1,Bom
